reviewText,overall,summary,asin,reviewerID,sentiment_label,review_word_count,review_char_count,full_text,vader_prediction,vader_compound,textblob_prediction,textblob_polarity
great deal,5.0,good price,B00O9XEDES,A4GS8B8G3Q7QE,Positive,2,10,good price great deal,Positive,0.7906,Positive,0.75
Great bags!,5.0,Five Stars,B003ZZUJQM,A3HA6SBYZQHR8B,Positive,2,11,Five Stars Great bags!,Positive,0.6588,Positive,1.0
"3D Solutech is one of my favorite filament providers We go through about 6 rolls every couple of weeks, and the first company i look at to keep my small business running is 3D Solutech. Great filament at a great price!",5.0,Great filament at a great price,B00ME7E5X0,APQU67RNGFYT2,Positive,41,218,"Great filament at a great price 3D Solutech is one of my favorite filament providers We go through about 6 rolls every couple of weeks, and the first company i look at to keep my small business running is 3D Solutech. Great filament at a great price!",Positive,0.967,Positive,0.5571428571428572
I like the assortment and the price. The different colors which are for different gauge wires go together snuggly. A good fit.,5.0,Would buy again if  I wanted more of these connectors,B01FFCVGBE,A1IILNDG864492,Positive,22,126,Would buy again if  I wanted more of these connectors I like the assortment and the price. The different colors which are for different gauge wires go together snuggly. A good fit.,Positive,0.7845,Positive,0.32
great,4.0,Four Stars,B016ME1WH2,A14CQRDT52V77E,Positive,1,5,Four Stars great,Positive,0.6249,Positive,0.8
"Love it. Much, much better than an X-acto knife handle because it provides a better grip and better control. And it doesn't roll off the table and imbed itself in your foot.",5.0,Great Hobby Knife Handle,B0056ZX1R8,A1PHP9P1HJG6O7,Positive,32,173,"Great Hobby Knife Handle Love it. Much, much better than an X-acto knife handle because it provides a better grip and better control. And it doesn't roll off the table and imbed itself in your foot.",Positive,0.9517,Positive,0.5599999999999999
"Just got the chance to try this yesterday on a batch of mead. Of course added yeast energizer and nutrient to batch, rehydrated in a yeast starter and pitched after it started working. Really like this yeast, fast starter and strong fermenter ( airlock is really chuggin' along ). Also low foamer which to me is a big plus.",5.0,Premier Cuvee,B0011DR7II,A19PFUJUA2UGE2,Positive,59,323,"Premier Cuvee Just got the chance to try this yesterday on a batch of mead. Of course added yeast energizer and nutrient to batch, rehydrated in a yeast starter and pitched after it started working. Really like this yeast, fast starter and strong fermenter ( airlock is really chuggin' along ). Also low foamer which to me is a big plus.",Positive,0.8439,Positive,0.17222222222222225
"This paper really upped my brisket game. Previously I was wrapping my briskets with foil and it was causing my brisket to come out more like pulled beef. Using the butcher paper has helped to keep my brisket moist, but firm. While this roll will last me quite a while, I will order a second roll without hesitation.",5.0,This paper really upped my  brisket game.,B00NC5S6OM,A32C4MI7ZBU8DS,Positive,58,315,"This paper really upped my  brisket game. This paper really upped my brisket game. Previously I was wrapping my briskets with foil and it was causing my brisket to come out more like pulled beef. Using the butcher paper has helped to keep my brisket moist, but firm. While this roll will last me quite a while, I will order a second roll without hesitation.",Positive,0.4797,Neutral,-0.02962962962962963
Now i don't have to run to the hardware store every time i need another sized screw.,5.0,Five Stars,B01BRUHKYU,A1HT3JYAEHQ9VC,Positive,17,84,Five Stars Now i don't have to run to the hardware store every time i need another sized screw.,Negative,-0.1027,Neutral,0.0
No Complaints.,5.0,Five Stars,B00J0GMMP6,ARN3DS0RAIKID,Positive,2,14,Five Stars No Complaints.,Positive,0.3089,Neutral,0.0
Good polisher for small things,5.0,Good Polisher,B006Z6YQEE,A13MV5C3JJ40LH,Positive,5,30,Good Polisher Good polisher for small things,Positive,0.7003,Positive,0.3833333333333333
Great ammo,5.0,Good deal,B01H0IZ7IY,A378HSGYFXISSJ,Positive,2,10,Good deal Great ammo,Positive,0.7906,Positive,0.75
"Purchased these to assist in model building where I need a good, square surface to brace & hold pieces to while assembling and allowing glue to dry. I use these blocks on a piece of painted sheet steel along with magnets of various shapes & sizes and am able to brace model building walls at a perfect angle. Blocks can be screwed together, used with magnets and are weighty enough to stay in place for most model projects. NOTE: you will need to clean these of the machine oil that's coating them so expect some surface rust over time. I recommend some silicone spray to replace the machine oil when used for model building. You will still have to be aware of the silicone and clean your model pieces accordingly and as needed. Just a FYI...",5.0,Great generic 1-2-3 blocks helpful for model assembly at a reasonable price,B00OYK6G78,A2SUZSCY5LWMT,Positive,136,742,"Great generic 1-2-3 blocks helpful for model assembly at a reasonable price Purchased these to assist in model building where I need a good, square surface to brace & hold pieces to while assembling and allowing glue to dry. I use these blocks on a piece of painted sheet steel along with magnets of various shapes & sizes and am able to brace model building walls at a perfect angle. Blocks can be screwed together, used with magnets and are weighty enough to stay in place for most model projects. NOTE: you will need to clean these of the machine oil that's coating them so expect some surface rust over time. I recommend some silicone spray to replace the machine oil when used for model building. You will still have to be aware of the silicone and clean your model pieces accordingly and as needed. Just a FYI...",Positive,0.9436,Positive,0.35512820512820514
bought a case of these for a good price here. the gloves are pretty much the same as I've used in a lab.,5.0,bought a case of these for a good price here,B005X0TUO4,A3QDX8RSDPN63X,Positive,23,104,bought a case of these for a good price here bought a case of these for a good price here. the gloves are pretty much the same as I've used in a lab.,Positive,0.8402,Positive,0.37
Works as well as their plain silver duct tape. 3M makes some of the best products on earth and buying their stuff helps the American economy. It works good for what I need it for and it's a nice deep black color.,5.0,Really Sticky,B0013AX6FC,A38K8LLAIZVLW3,Positive,42,212,Really Sticky Works as well as their plain silver duct tape. 3M makes some of the best products on earth and buying their stuff helps the American economy. It works good for what I need it for and it's a nice deep black color.,Positive,0.9274,Positive,0.2648809523809524
"Nice dispenser, wire doesn't end up all over the place",4.0,Four Stars,B005VR49D6,A1U62RSVMHY382,Positive,10,54,"Four Stars Nice dispenser, wire doesn't end up all over the place",Positive,0.4215,Positive,0.6
Nice for the money,4.0,Four Stars,B000KIEPSA,A22TNWQ3Q01YRU,Positive,4,18,Four Stars Nice for the money,Positive,0.4215,Positive,0.6
Quality Product,5.0,Five Stars,B000ILJZN4,A29FIWRDELQBWR,Positive,2,15,Five Stars Quality Product,Neutral,0.0,Neutral,0.0
Very accurate. As in spot on reference blocks. Highly recommend this for hobbyists.,5.0,Highly recommend this for hobbyists,B000EJUBBU,A2BGOGMIOS67KA,Positive,13,83,Highly recommend this for hobbyists Very accurate. As in spot on reference blocks. Highly recommend this for hobbyists.,Positive,0.5699,Positive,0.2800000000000001
Working well as needed. No leaking so far.,5.0,Works well.,B00JX1KXUE,A2QRXCDOKWJS19,Positive,8,42,Works well. Working well as needed. No leaking so far.,Positive,0.25,Neutral,0.1
"I use this to check to see if my R/O membrane needs replacing, For the fun of it, I started checking everyone else's TAP water for TDS. Very easy to use.",5.0,works great for testing R/O membrane and tap water TDS,B000VTQM70,A37G5OT3JNNHOD,Positive,31,153,"works great for testing R/O membrane and tap water TDS I use this to check to see if my R/O membrane needs replacing, For the fun of it, I started checking everyone else's TAP water for TDS. Very easy to use.",Positive,0.8908,Positive,0.5544444444444445
They have turned out to be very useful.,5.0,Five Stars,B0000DGAMO,AJCHGM7BF7ZY1,Positive,8,39,Five Stars They have turned out to be very useful.,Positive,0.4927,Positive,0.39
"Feel exactly like the Model Magic clay, it is very easy to handle and sculpture the missing sections of the wood.",5.0,Excellent product,B0015YPIZW,A3RU4PQTBD5RXO,Positive,21,113,"Excellent product Feel exactly like the Model Magic clay, it is very easy to handle and sculpture the missing sections of the wood.",Positive,0.8016,Positive,0.42266666666666663
Perfect for oil/gas mixing ratios. Glass makes it easy cleanup and side markings for exact measurements.,5.0,"A ""measuring cup"" for the garage/shop",B004DGIII8,A3MZ5Z19LPEI4,Positive,16,104,"A ""measuring cup"" for the garage/shop Perfect for oil/gas mixing ratios. Glass makes it easy cleanup and side markings for exact measurements.",Positive,0.765,Positive,0.5611111111111111
"Discovering this product was the greatest day of my life. For far too long I've spent hours ladling a cup of oil at a time through a piece of cheesecloth after frying to strain out the gunk. NO MORE. Stack a 100 and a 200 micron insert above a 5-gallon bucket from Orange or Blue and just dump in the oil. In seconds, the oil is as clean as you'll get it and ready to use next go-round.",5.0,Greatest.  Invention.  Ever.,B003EDZOBU,AFS2QM7HV5HD9,Positive,78,386,"Greatest.  Invention.  Ever. Discovering this product was the greatest day of my life. For far too long I've spent hours ladling a cup of oil at a time through a piece of cheesecloth after frying to strain out the gunk. NO MORE. Stack a 100 and a 200 micron insert above a 5-gallon bucket from Orange or Blue and just dump in the oil. In seconds, the oil is as clean as you'll get it and ready to use next go-round.",Positive,0.8346,Positive,0.20606060606060608
